Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set
GO_Biological_Process_2023,DNA-templated DNA Replication (GO:0006261),6/69,9.953291887869709e-06,0.0046681814504859,0,0,13.760166840458812,158.48419692954653,RRM1;WDR18;MCM3;HMGA1;MCM4;MCM2,GO_Biological_Process_2023
GO_Cellular_Component_2023,Serine Protease Inhibitor Complex (GO:0097180),2/5,0.0005005399846166023,0.0049115485990504,0,0,93.87234042553192,713.4131786877364,SERPINE1;PLAT,GO_Cellular_Component_2023
KEGG_2021_Human,Regulation of actin cytoskeleton,8/218,0.0001766942736550791,0.0050736498578101,0,0,5.544126984126984,47.90729794778829,ITGB1;ITGA3;ITGA2;ARPC1B;PXN;ITGA1;ITGAV;GNG12,KEGG_2021_Human
KEGG_2021_Human,PI3K-Akt signaling pathway,10/354,0.00023670045572507097,0.0052863101778599,0,0,4.264950166112957,35.60685392131923,ITGB1;GNG2;ITGA3;ITGA2;ITGA1;PRKCA;ITGAV;LAMC1;GNG12;EPHA2,KEGG_2021_Human
KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,5/77,0.0002276330219893721,0.0052863101778599,0,0,9.956219806763285,83.51053933969051,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV,KEGG_2021_Human
Reactome_2022,Signaling By Retinoic Acid R-HSA-5362517,4/41,0.0002066104640866147,0.0056254394539946,0,0,15.4151273575734,130.79235116257254,CYP26B1;CRABP2;RDH10;DHRS3,Reactome_2022
Reactome_2022,Disease R-HSA-1643685,26/1736,0.00023264373902913605,0.0060588521599327,0,0,2.3582846003898634,19.72941437106035,ITGB1;APP;DNMT1;ARPC1B;HEXB;GBE1;GNS;NT5E;CYP26B1;GNG2;MTA1;FDXR;CTSA;DUT;PBRM1;RRM1;HMGA1;PRKCA;HLA-A;PTPN12;GNG12;NFKB2;MSH2;GLB1;RBP1;SQSTM1,Reactome_2022
GO_Biological_Process_2023,Mesodermal Cell Differentiation (GO:0048333),3/8,1.9523480505963133e-05,0.0061547772295048,0,0,85.08,922.598389917581,ITGB1;ITGA3;ITGA2,GO_Biological_Process_2023
Reactome_2022,GPER1 Signaling R-HSA-9634597,4/43,0.0002490087681467491,0.0062148438383292,0,0,14.623132263420032,121.34307979185846,ITGB1;GNG2;PRKCA;GNG12,Reactome_2022
KEGG_2021_Human,Glycosaminoglycan degradation,3/19,0.00031888389725724046,0.0064095663348705,0,0,26.572767857142857,213.9289432019108,GLB1;HEXB;GNS,KEGG_2021_Human
GO_Cellular_Component_2023,Endosome Lumen (GO:0031904),3/25,0.0007335019665509469,0.0067741063969705,0,0,19.319805194805195,139.44417695511578,APP;PDLIM4;CTSB,GO_Cellular_Component_2023
Reactome_2022,Glycosphingolipid Metabolism R-HSA-1660662,4/45,0.0002973245038623392,0.0071238951125416,0,0,13.908404983330408,112.945795333235,CTSA;GLB1;HEXB;SUMF2,Reactome_2022
GO_Biological_Process_2023,Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),4/26,3.314569237648243e-05,0.0083593436173488,0,0,25.945062132112493,267.61288061154534,APP;SDCBP;ANXA2;ITGAV,GO_Biological_Process_2023
GO_Cellular_Component_2023,Lysosome (GO:0005764),11/503,0.0009988754209574958,0.0084987555350906,0,0,3.279979674796748,22.660987585548845,CTSA;LAMP1;ANXA2;NPC2;GLB1;HEXB;PSAP;MYO6;OCIAD2;GNS;CTSB,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Condensed Nuclear Chromosome (GO:0000794),3/28,0.0010285118163485,0.0084987555350906,0,0,16.998857142857144,116.94605767197572,NCAPG;NCAPD2;SMC4,GO_Cellular_Component_2023
KEGG_2021_Human,Hypertrophic cardiomyopathy,5/90,0.0004701318438340216,0.0085905909646034,0,0,8.427962489343564,64.57924052537999,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV,KEGG_2021_Human
GO_Biological_Process_2023,Mitotic DNA Replication (GO:1902969),3/10,4.139889617122962e-05,0.0087006680119867,0,0,60.765306122448976,613.2590459674897,MCM3;MCM4;MCM2,GO_Biological_Process_2023
KEGG_2021_Human,Small cell lung cancer,5/92,0.0005200897028686559,0.0087115025230499,0,0,8.233383308345827,62.256804092190585,ITGB1;ITGA3;ITGA2;ITGAV;LAMC1,KEGG_2021_Human
GO_Biological_Process_2023,Double-Strand Break Repair Via Break-Induced Replication (GO:0000727),3/11,5.6625409396352574e-05,0.0097243897641883,0,0,53.166964285714286,519.9225480005688,MCM3;MCM4;MCM2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of DNA-templated DNA Replication Initiation (GO:0030174),3/12,7.510529393086976e-05,0.0097243897641883,0,0,47.25714285714286,448.78310484034654,MCM3;MCM4;MCM2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Chromosome Separation (GO:1905818),3/12,7.510529393086976e-05,0.0097243897641883,0,0,47.25714285714286,448.78310484034654,NCAPG;NCAPD2;SMC4,GO_Biological_Process_2023
GO_Biological_Process_2023,Chromosome Condensation (GO:0030261),4/32,7.711649297532358e-05,0.0097243897641883,0,0,20.3792394655704,192.9953387496659,TOP2A;NCAPG;NCAPD2;SMC4,GO_Biological_Process_2023
KEGG_2021_Human,Dilated cardiomyopathy,5/96,0.0006318670825838448,0.0097696371999502,0,0,7.869883739448957,57.976107419759096,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV,KEGG_2021_Human
Reactome_2022,Sphingolipid Metabolism R-HSA-428157,5/89,0.0004465530718267494,0.0102878957701624,0,0,8.528726708074535,65.79019103002082,CTSA;SGPL1;GLB1;HEXB;SUMF2,Reactome_2022
Reactome_2022,RA Biosynthesis Pathway R-HSA-5365859,3/22,0.0004988944515715787,0.0110680657959768,0,0,22.37368421052632,170.10971650029856,CYP26B1;RDH10;DHRS3,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of Chromosome Separation (GO:1905820),3/13,9.712587779623856e-05,0.0111341574455506,0,0,42.52928571428571,392.9494506760748,NCAPG;NCAPD2;SMC4,GO_Biological_Process_2023
Reactome_2022,Metabolism Of Nucleotides R-HSA-15869,5/95,0.0006023802862130592,0.0128866354086293,0,0,7.957729468599034,59.00355286390916,DCTD;NT5E;DUT;RRM1;TYMS,Reactome_2022
GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),6/109,0.00013306734419044072,0.0139831600853454,0,0,8.399404719722202,74.96179109777766,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV;CD44,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitotic Chromosome Condensation (GO:0007076),3/15,0.00015290592299372138,0.0148318745303909,0,0,35.4375,311.34280815520987,NCAPG;NCAPD2;SMC4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Fibrinolysis (GO:0051917),3/16,0.00018720778562133047,0.0157379345112331,0,0,32.70989010989011,280.7585186363618,SERPINE1;PLAUR;PLAT,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),3/16,0.00018720778562133047,0.0157379345112331,0,0,32.70989010989011,280.7585186363618,SERPINE1;PLAUR;PLAT,GO_Biological_Process_2023
GO_Cellular_Component_2023,Intracellular Membrane-Bounded Organelle (GO:0043231),53/5175,0.0020246010396217,0.015893118161031,0,0,1.6941190507180357,10.50757454843029,TOP2A;MDC1;ECI2;FHL1;BCCIP;FHL2;MSI2;SMC4;YY1;TUBB6;LMCD1;TGM2;BRD3;SMARCC1;PBRM1;ANXA2;MSH2;VGF;CAT;S100A6;MCM3;BLVRB;MCM4;TAX1BP3;SQSTM1;MCM2;DNMT1;CRABP2;UHRF1;SYNPO2;MVP;NCAPG;PBXIP1;TYMS;SDCBP;MTA1;CBS;RDH10;PSAP;MYO6;PDLIM4;S100A11;CTSA;DUT;HMGA1;HSPA2;PTPN12;NFKB2;GLB1;IMPDH1;UBE2T;PIR;NCAPD2,GO_Cellular_Component_2023
GO_Biological_Process_2023,DNA Duplex Unwinding (GO:0032508),4/41,0.0002066104640866147,0.0162834872008263,0,0,15.4151273575734,130.79235116257254,HMGA1;MCM3;MCM4;MCM2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of DNA-templated DNA Replication (GO:0090329),3/17,0.00022613533294995453,0.016773920873523,0,0,30.371938775510205,254.95350185911423,MCM3;MCM4;MCM2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of ERBB Signaling Pathway (GO:1901185),3/18,0.00026994418657303425,0.0170199809634298,0,0,28.345714285714287,232.92510581630495,MVP;ITGA1;PTPN12,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Organophosphorus (GO:0046683),3/18,0.00026994418657303425,0.0170199809634298,0,0,28.345714285714287,232.92510581630495,NT5E;VGF;TYMS,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Chromosome Segregation (GO:0051984),3/18,0.00026994418657303425,0.0170199809634298,0,0,28.345714285714287,232.92510581630495,NCAPG;NCAPD2;SMC4,GO_Biological_Process_2023
GO_Cellular_Component_2023,Actin Cytoskeleton (GO:0015629),8/327,0.0024729041922243,0.0184879027704395,0,0,3.629490305352374,21.78551480694328,SYNPO2;ARPC1B;MYO6;COTL1;FLNB;TAX1BP3;TAGLN3;PDLIM5,GO_Cellular_Component_2023
GO_Biological_Process_2023,Nucleotide Biosynthetic Process (GO:0009165),3/19,0.00031888389725724046,0.0185622124965659,0,0,26.572767857142857,213.9289432019108,PRPS1;RRM1;PPAT,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),4/46,0.00032384510303287223,0.0185622124965659,0,0,13.576567317574511,109.09104782646044,MVP;ITGA1;PLAUR;PTPN12,GO_Biological_Process_2023
KEGG_2021_Human,Serotonergic synapse,5/113,0.001317205939991,0.0189113138527291,0,0,6.625402576489533,43.94127653357784,APP;DDC;GNG2;PRKCA;GNG12,KEGG_2021_Human
GO_Cellular_Component_2023,Filopodium Membrane (GO:0031527),2/11,0.0026764943724873,0.0191004371127504,0,0,31.28132387706856,185.2870206580236,ITGA3;ITGAV,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Lipid Droplet (GO:0005811),4/82,0.0028466040572228,0.0194311668253905,0,0,7.297177642501383,42.773344833199104,ANXA2;RDH10;ACSL3;DHRS3,GO_Cellular_Component_2023
GO_Biological_Process_2023,Integrin-Mediated Signaling Pathway (GO:0007229),5/85,0.0003610359613187098,0.0196084466326626,0,0,8.95697463768116,70.99775494498951,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV,GO_Biological_Process_2023
GO_Biological_Process_2023,Mesoderm Formation (GO:0001707),3/20,0.0003731980326597169,0.0196084466326626,0,0,25.008403361344534,197.40136511759883,ITGB1;ITGA3;ITGA2,GO_Biological_Process_2023
